sender.country,sender.city,sender.state,sender.latitude,sender.longitude,receiver.country,receiver.city,receiver.state,receiver.latitude,receiver.longitude,date,number.of.items,percent.of.all.items
USA, Oak Grove ,WI,43.386106,-88.74566,DEU, Neubrunn ,TH,50.49939,10.468045,1866-08-15,457,0.16844386617374413
USA, Oak Grove ,WI,43.386106,-88.74566,DEU, Neubrunn ,TH,50.49939,10.468045,1867-10-17,401,0.14780304231000305
USA, Oak Grove ,WI,43.386106,-88.74566,DEU, Neubrunn ,TH,50.49939,10.468045,1868-01-11,482,0.17765851968434282
USA, Oak Grove ,WI,43.386106,-88.74566,DEU, Neubrunn ,TH,50.49939,10.468045,1869-01-12,403,0.14854021459085096
USA, Edwardsville ,IL,38.811436,-89.953157,DEU, Neubrunn ,TH,50.49939,10.468045,1872-11-12,424,0.15628052353975386
USA, Edwardsville ,IL,38.811436,-89.953157,DEU, Neubrunn ,TH,50.49939,10.468045,1873-08-21,280,0.10320411931870538
USA, Edwardsville ,IL,38.811436,-89.953157,DEU, Neubrunn ,TH,50.49939,10.468045,1874-08-13,497,0.18318731179070205
USA, Edwardsville ,IL,38.811436,-89.953157,DEU, Neubrunn ,TH,50.49939,10.468045,1875-05-16,378,0.13932556108025226
USA, Edwardsville ,IL,38.811436,-89.953157,DEU, Neubrunn ,TH,50.49939,10.468045,1876-10-18,413,0.15222607599509044
USA, Edwardsville ,IL,38.811436,-89.953157,DEU, Neubrunn ,TH,50.49939,10.468045,1879-07-30,342,0.12605646002499013
USA, Edwardsville ,IL,38.811436,-89.953157,DEU, Neubrunn ,TH,50.49939,10.468045,1881-09-09,441,0.16254648792696097
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1884-08-10,381,0.1404313195015241
USA, Williamsburg ,NY,40.708116,-73.95707,DEU, Limbach ,SA,50.584022,12.252519,1885-01-10,515,0.18982186231833312
USA, Williamsburg ,NY,40.708116,-73.95707,DEU, Limbach ,SA,50.584022,12.252519,1885-04-01,72,0.02653820211052424
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, Limbach ,SA,50.584022,12.252519,1885-07-01,372,0.13711404423770857
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, Limbach ,SA,50.584022,12.252519,1885-11-14,255,0.09398946580810669
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1886-04-12,286,0.10541563616124906
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1887-08-19,453,0.16696952161204834
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1887-10-10,390,0.14374859476533963
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1891-12-09,298,0.10983866984633643
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1892-05-11,467,0.17212972757798362
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1887-10-10,471,0.1736040721396794
CHE,  Amrisweil,NA,47.544972,9.300241,DEU, Limbach ,SA,50.584022,12.252519,1902-07-11,283,0.10430987773997723
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, Limbach ,SA,50.584022,12.252519,1877-03-14,351,0.12937373528880566
USA, Union Hill ,NY,43.222841,-77.371658,DEU, Limbach ,SA,50.584022,12.252519,1877-08-14,408,0.1503831452929707
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1880-02-04,492,0.1813443810885823
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1880-08-19,347,0.12789939072710987
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1880-12-05,462,0.17028679687586387
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1881-05-11,500,0.1842930702119739
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1881-08-03,414,0.15259466213551437
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1882-02-08,426,0.15701769582060177
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1882-04-12,407,0.15001455915254674
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1882-08-09,337,0.1242135293228704
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1882-12-05,444,0.1636522463482328
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1883-02-10,366,0.1349025273951649
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1883-04-18,397,0.14632869774830726
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1883-04-18,481,0.1772899335439189
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1883-04-18,511,0.18834751775663733
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1883-07-25,357,0.13158525213134936
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1883-09-28,339,0.1249507016037183
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1883-10-21,297,0.10947008370591249
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1884-04-26,434,0.15996638494399334
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1884-06-21,507,0.1868731731949415
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Limbach ,SA,50.584022,12.252519,1884-08-10,359,0.13232242441219724
USA, Williamsburg ,NY,40.708116,-73.95707,DEU, Limbach ,SA,50.584022,12.252519,1885-01-10,393,0.14485435318661147
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, Limbach ,SA,50.584022,12.252519,1885-07-01,607,0.2237317872373363
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, Limbach ,SA,50.584022,12.252519,1885-11-14,375,0.13821980265898043
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1886-04-12,331,0.12200201248032672
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1887-08-19,549,0.20235379109274734
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1890-12-01,340,0.12531928774414225
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1891-02-11,415,0.15296324827593832
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1891-09-11,398,0.1466972838887312
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1891-12-09,411,0.15148890371424253
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1892-05-11,300,0.11057584212718434
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1892-11-17,569,0.2097255139012263
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1894-06-14,407,0.15001455915254674
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1897-11-17,391,0.1441171809057636
USA, San Francisco ,CA,37.77493,-122.419416,DEU, Limbach ,SA,50.584022,12.252519,1914-08-13,375,0.13821980265898043
CHE,  Amrisweil,NA,47.544972,9.300241,DEU, Limbach ,SA,50.584022,12.252519,1902-05-16,407,0.15001455915254674
CHE,  Amrisweil,NA,47.544972,9.300241,DEU, Limbach ,SA,50.584022,12.252519,1903-02-20,318,0.11721039265481539
CHE,  Amrisweil,NA,47.544972,9.300241,DEU, Limbach ,SA,50.584022,12.252519,1925-07-03,421,0.15517476511848202
USA, Sonoma ,CA,38.291859,-122.458036,DEU, Limbach ,SA,50.584022,12.252519,1923-07-24,452,0.16660093547162438
USA, Sonoma ,CA,38.291859,-122.458036,DEU, Limbach ,SA,50.584022,12.252519,1924-12-27,309,0.11389311739099986
USA, Sonoma ,CA,38.291859,-122.458036,DEU, Limbach ,SA,50.584022,12.252519,1925-07-20,433,0.1595977988035694
USA, Richland County ,OH,40.756672,-82.518584,DEU, OsnabrÃ¼ck,NA,52.279911,8.047179,1856-11-23,535,0.19719358512681207
USA, New Orleans ,LA,29.951066,-90.071532,DEU, OsnabrÃ¼ck,NA,52.279911,8.047179,1854-12-20,443,0.16328366020780888
USA, Richland County ,OH,40.756672,-82.518584,DEU, OsnabrÃ¼ck,NA,52.279911,8.047179,1846-07-22,432,0.15922921266314544
USA, Dayton ,OH,39.758948,-84.191607,DEU, OsnabrÃ¼ck,NA,52.279911,8.047179,1856-10-30,339,0.1249507016037183
DEU, OberweiÃŸbach ,TH,50.581574,11.142585,USA, Brooklyn ,NY,40.678178,-73.944158,1909-03-04,413,0.15222607599509044
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1914-01-19,616,0.22704906250115184
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1898-03-24,387,0.1426428363440678
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1898-07-29,403,0.14854021459085096
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1912-08-10,380,0.14006273336110014
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1930-07-24,549,0.20235379109274734
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1904-12-28,414,0.15259466213551437
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1913-03-31,330,0.12163342633990276
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1913-05-02,426,0.15701769582060177
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1913-07-27,276,0.10172977475700959
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1914-01-19,452,0.16660093547162438
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1917-06-23,439,0.16180931564611306
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1917-11-22,512,0.18871610389706125
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1926-04-24,405,0.14927738687169886
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1926-05-31,238,0.08772350142089957
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1926-11-28,296,0.10910149756548854
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1900-09-19,365,0.13453394125474094
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1900-09-29,440,0.16217790178653702
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1902-02-05,552,0.20345954951401918
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1902-08-05,449,0.16549517705035255
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1903-07-09,521,0.1920333791608768
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1905-11-21,407,0.15001455915254674
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1906-10-02,408,0.1503831452929707
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1907-01-09,459,0.16918103845459204
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1907-05-09,391,0.1441171809057636
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1908-02-12,332,0.12237059862075066
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1908-04-19,434,0.15996638494399334
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1908-08-07,364,0.134165355114317
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1908-11-11,545,0.20087944653105155
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1909-05-21,331,0.12200201248032672
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1909-12-25,389,0.14338000862491568
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1913-05-30,510,0.18797893161621337
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1913-06-29,391,0.1441171809057636
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1913-08-27,338,0.12458211546329435
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1916-06-23,237,0.08735491528047562
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1927-03-11,391,0.1441171809057636
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1917-03-22,429,0.1581234542418736
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1917-12-30,392,0.14448576704618754
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1925-07-15,234,0.08624915685920378
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1926-05-18,585,0.21562289214800945
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1926-07-15,443,0.16328366020780888
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1926-10-01,456,0.16807528003332017
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1930-01-27,349,0.12863656300795778
USA, Brooklyn ,NY,40.678178,-73.944158,DEU, OberweiÃŸbach ,TH,50.581574,11.142585,1930-02-02,427,0.1573862819610257
USA, Waterloo ,WI,43.183884,-88.988442,DEU, Roda ,TH,50.93123,11.016121,1865-05-03,348,0.12826797686753383
USA, Waterloo ,WI,43.183884,-88.988442,DEU, Roda ,TH,50.93123,11.016121,1865-12-27,478,0.17618417512264703
USA," Amherst, Portage Co. ",WI,44.450808,-89.284836,DEU, Roda ,TH,50.93123,11.016121,1866-03-31,322,0.11868473721651118
USA," Amherst, Portage Co. ",WI,44.450808,-89.284836,DEU, Roda ,TH,50.93123,11.016121,1870-08-26,406,0.1496459730121228
USA," Amherst, Portage Co. ",WI,44.450808,-89.284836,DEU, Roda ,TH,50.93123,11.016121,1871-10-04,479,0.17655276126307098
USA," Amherst, Portage Co. ",WI,44.450808,-89.284836,DEU, Roda ,TH,50.93123,11.016121,1872-08-14,244,0.08993501826344326
USA," Amherst, Portage Co. ",WI,44.450808,-89.284836,DEU, Roda ,TH,50.93123,11.016121,1872-12-25,420,0.15480617897805807
USA," Amherst, Portage Co. ",WI,44.450808,-89.284836,DEU, Roda ,TH,50.93123,11.016121,1873-07-07,454,0.1673381077524723
USA," Amherst, Portage Co. ",WI,44.450808,-89.284836,DEU, Roda ,TH,50.93123,11.016121,1874-03-21,618,0.22778623478199972
USA," Amherst, Portage Co. ",WI,44.450808,-89.284836,DEU, Roda ,TH,50.93123,11.016121,1875-05-26,382,0.14079990564194805
USA," Amherst, Portage Co. ",WI,44.450808,-89.284836,DEU, Roda ,TH,50.93123,11.016121,1877-09-25,574,0.21156844460334603
USA," Amherst, Portage Co. ",WI,44.450808,-89.284836,DEU, Roda ,TH,50.93123,11.016121,1877-11-15,376,0.13858838879940436
USA," Amherst, Portage Co. ",WI,44.450808,-89.284836,DEU, Roda ,TH,50.93123,11.016121,1878-04-17,418,0.15406900669721016
USA," Amherst, Portage Co. ",WI,44.450808,-89.284836,DEU, Roda ,TH,50.93123,11.016121,1878-08-21,422,0.15554335125890598
USA," Amherst, Portage Co. ",WI,44.450808,-89.284836,DEU, Roda ,TH,50.93123,11.016121,1879-04-30,382,0.14079990564194805
USA," Amherst, Portage Co. ",WI,44.450808,-89.284836,DEU, Roda ,TH,50.93123,11.016121,1883-05-02,332,0.12237059862075066
USA," Amherst, Portage Co. ",WI,44.450808,-89.284836,DEU, Roda ,TH,50.93123,11.016121,1885-08-06,582,0.2145171337267376
USA," Amherst, Portage Co. ",WI,44.450808,-89.284836,DEU, Roda ,TH,50.93123,11.016121,1885-12-05,397,0.14632869774830726
USA, Chicago ,IL,41.878114,-87.629798,USA, Kansas / Cincinati,NA,38.090335,-96.889238,1884-06-19,374,0.13785121651855647
USA, Minneapolis ,MN ,44.977753,-93.265011,DEU, Apolda ,TH,51.02601,11.51555,1912-12-24,452,0.16660093547162438
DEU, GrÃ¤fenthal ,TH,50.525772,11.310406,USA, New York ,NY,40.712784,-74.005941000000007,1891-10-29,314,0.1157360480931196
DEU, Piesau ,TH,50.512949,11.21717,USA, New York ,NY,40.712784,-74.005941000000007,1891-05-09,200,0.07371722808478956
DEU, Piesau ,TH,50.512949,11.21717,USA, New York ,NY,40.712784,-74.005941000000007,1891-08-23,386,0.14227425020364384
USA, Austin ,TX,30.267153,-97.743061,DEU, Piesau ,TH,50.512949,11.21717,1879-10-09,393,0.14485435318661147
USA, Austin ,TX,30.267153,-97.743061,DEU, Piesau ,TH,50.512949,11.21717,1880-05-03,381,0.1404313195015241
USA, Austin ,TX,30.267153,-97.743061,DEU, Piesau ,TH,50.512949,11.21717,1883-04-21,407,0.15001455915254674
USA, Austin ,TX,30.267153,-97.743061,DEU, Piesau ,TH,50.512949,11.21717,1884-05-05,578,0.21304278916504182
USA, Austin ,TX,30.267153,-97.743061,DEU, Piesau ,TH,50.512949,11.21717,1884-07-16,440,0.16217790178653702
USA, Austin ,TX,30.267153,-97.743061,DEU, Piesau ,TH,50.512949,11.21717,1886-07-13,341,0.1256878738845662
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Piesau ,TH,50.512949,11.21717,1891-03-14,365,0.13453394125474094
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Piesau ,TH,50.512949,11.21717,1891-03-16,281,0.10357270545912932
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Piesau ,TH,50.512949,11.21717,1891-04-08,511,0.18834751775663733
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Piesau ,TH,50.512949,11.21717,1891-04-16,457,0.16844386617374413
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Piesau ,TH,50.512949,11.21717,1891-05-11,416,0.15333183441636228
USA, New York ,NY,40.712784,-74.005941000000007,DEU, Piesau ,TH,50.512949,11.21717,1891-06-22,337,0.1242135293228704
USA, Brenham ,TX,30.166883,-96.397744,DEU, Piesau ,TH,50.512949,11.21717,1891-07-08,425,0.1566491096801778
USA, Brenham ,TX,30.166883,-96.397744,DEU, Piesau ,TH,50.512949,11.21717,1891-09-02,297,0.10947008370591249
USA, Brenham ,TX,30.166883,-96.397744,DEU, Piesau ,TH,50.512949,11.21717,1891-09-17,454,0.1673381077524723
USA, Brenham ,TX,30.166883,-96.397744,DEU, Piesau ,TH,50.512949,11.21717,1891-11-04,350,0.1290051491483817
USA, Brenham ,TX,30.166883,-96.397744,DEU, Piesau ,TH,50.512949,11.21717,1891-11-11,387,0.1426428363440678
USA, Brenham ,TX,30.166883,-96.397744,DEU, Piesau ,TH,50.512949,11.21717,1891-11-30,351,0.12937373528880566
USA, Brenham ,TX,30.166883,-96.397744,DEU, Piesau ,TH,50.512949,11.21717,1891-12-19,341,0.1256878738845662
USA, Brenham ,TX,30.166883,-96.397744,DEU, Piesau ,TH,50.512949,11.21717,1894-06-23,547,0.20161661881189943
AUS, Sydney,NA,-33.867487,151.20699,DEU, Leisnig ,SA,51.15772,12.928458,1907-02-08,482,0.17765851968434282
AUS, Melbourne,NA,-37.814107,144.96328,DEU, Leisnig ,SA,51.15772,12.928458,1904-04-18,355,0.13084807985050145
AUS, Melbourne,NA,-37.814107,144.96328,DEU, Leisnig ,SA,51.15772,12.928458,1907-01-26,431,0.15886062652272148
DEU, Hamburg,NA,53.551085,9.993682,DEU, Leisnig ,SA,51.15772,12.928458,1902-07-23,308,0.11352453125057592
BEL, Antwerpen,NA,51.219448,4.402464,DEU, Leisnig ,SA,51.15772,12.928458,1920-03-19,371,0.13674545809728464
DEU, Leipzig ,SA,51.410476,12.754026,DEU, Leisnig ,SA,51.15772,12.928458,1892-02-11,432,0.15922921266314544
AUT, Wien,NA,48.111788,16.320432,DEU, Leisnig ,SA,51.15772,12.928458,1907-12-04,345,0.127162218446262
BEL, Antwerpen,NA,51.219448,4.402464,DEU, Leisnig ,SA,51.15772,12.928458,1908-02-13,375,0.13821980265898043
AUS, Coolgardie,NA,-30.954654,121.164896,DEU, Leisnig ,SA,51.15772,12.928458,1908-08-24,446,0.1643894186290807
AUS, Golden Valley,NA,-41.621177,146.70079,DEU, Leisnig ,SA,51.15772,12.928458,1909-04-01,417,0.15370042055678623
AUS, Golden Valley,NA,-41.621177,146.70079,DEU, Leisnig ,SA,51.15772,12.928458,1909-04-28,304,0.11205018668888013
AUS, Golden Valley,NA,-41.621177,146.70079,DEU, Leisnig ,SA,51.15772,12.928458,1909-11-30,432,0.15922921266314544
AUS, Golden Valley,NA,-41.621177,146.70079,DEU, Leisnig ,SA,51.15772,12.928458,1910-09-01,313,0.11536746195269565
AUS, Golden Valley,NA,-41.621177,146.70079,DEU, Leisnig ,SA,51.15772,12.928458,1914-10-07,291,0.1072585668633688
AUS, Golden Valley,NA,-41.621177,146.70079,DEU, Leisnig ,SA,51.15772,12.928458,1915-12-02,467,0.17212972757798362
AUS, Boulder,NA,-30.781984,121.488357,DEU, Leisnig ,SA,51.15772,12.928458,1916-10-12,430,0.15849204038229756
AUS, Boulder,NA,-30.781984,121.488357,DEU, Leisnig ,SA,51.15772,12.928458,1917-01-02,432,0.15922921266314544
AUS, Moolyelle,NA,-36.795424,140.936517,DEU, Leisnig ,SA,51.15772,12.928458,1918-05-21,615,0.22668047636072788
AUS, Moolyelle,NA,-36.795424,140.936517,DEU, Leisnig ,SA,51.15772,12.928458,1918-12-19,343,0.12642504616541408
AUS, Waverly,NA,-31.860216,151.08925,DEU, Leisnig ,SA,51.15772,12.928458,1920-12-03,302,0.11131301440803223
AUS, Waverly,NA,-31.860216,151.08925,DEU, Leisnig ,SA,51.15772,12.928458,1921-04-26,497,0.18318731179070205
AUS, Waverly,NA,-31.860216,151.08925,DEU, Leisnig ,SA,51.15772,12.928458,1921-06-01,243,0.0895664321230193
AUS, Ora Banda,NA,-30.375476,121.061734,DEU, Leisnig ,SA,51.15772,12.928458,1924-02-12,492,0.1813443810885823
AUS, Kunanalling,NA,-30.722529,121.452692,DEU, Leisnig ,SA,51.15772,12.928458,1924-12-01,442,0.16291507406738492
USA, Walhalla ,ND,48.923328,-97.918148,DEU, Wismar,NA,53.897942,11.451602,1897-09-10,503,0.18539882863324572
USA, Walhalla ,ND,48.923328,-97.918148,DEU, Wismar,NA,53.897942,11.451602,1900-09-12,382,0.14079990564194805
USA, Walhalla ,ND,48.923328,-97.918148,DEU, Wismar,NA,53.897942,11.451602,1900-09-20,445,0.16402083248865676
USA, Walhalla ,ND,48.923328,-97.918148,DEU, Wismar,NA,53.897942,11.451602,1905-07-21,396,0.14596011160788333
USA, Walhalla ,ND,48.923328,-97.918148,DEU, Wismar,NA,53.897942,11.451602,1931-10-26,420,0.15480617897805807
USA, Walhalla ,ND,48.923328,-97.918148,DEU, Wismar,NA,53.897942,11.451602,1932-02-14,338,0.12458211546329435
USA, Walhalla ,ND,48.923328,-97.918148,DEU, Wismar,NA,53.897942,11.451602,1932-04-28,334,0.12310777090159856
BEL, Antwerpen ,Schiff Sorrento,51.219448,4.402464,DEU, Wismar,NA,53.897942,11.451602,1892-07-28,398,0.1466972838887312
GBR, London ,Schiff Sorrento,51.507351,-0.127758,DEU, Wismar,NA,53.897942,11.451602,1892-08-01,514,0.18945327617790916
EGY, London ,Schiff Sorrento,31.523585,34.610263,DEU, Wismar,NA,53.897942,11.451602,1892-08-07,603,0.22225744267564052
EGY, London ,Schiff Sorrento,31.523585,34.610263,DEU, Wismar,NA,53.897942,11.451602,1892-08-23,495,0.18245013950985414
GBR, London ,Schiff Sorrento,51.507351,-0.127758,DEU, Wismar,NA,53.897942,11.451602,1892-09-01,265,0.09767532721234616
AUS, Sydney,NA,-33.867487,151.20699,DEU, Wismar,NA,53.897942,11.451602,1893-05-17,158,0.05823661018698375
AUS, Sydney,NA,-33.867487,151.20699,DEU, Wismar,NA,53.897942,11.451602,1895-06-23,334,0.12310777090159856
AUS, Yougilbar,NA,-30.906935,153.039257,DEU, Wismar,NA,53.897942,11.451602,1896-02-03,363,0.13379676897389303
AUS, Lionsville,NA,-29.192004,152.504916,DEU, Wismar,NA,53.897942,11.451602,1896-03-24,539,0.19866792968850785
AUS, Lionsville,NA,-29.192004,152.504916,DEU, Wismar,NA,53.897942,11.451602,1898-04-12,381,0.1404313195015241
AUS, Lionsville,NA,-29.192004,152.504916,DEU, Wismar,NA,53.897942,11.451602,1900-04-02,401,0.14780304231000305
USA, Cavalier ,ND,48.793881,-97.62231,DEU, Leipzig,NA,51.339696000000004,12.373075,1947-11-08,509,0.18761034547578942
USA, Walhalla ,ND,48.923328,-97.918148,DEU, Leipzig,NA,51.339696000000004,12.373075,1958-11-15,358,0.13195383827177332
USA, Cavalier ,ND,48.793881,-97.62231,DEU, Leipzig,NA,51.339696000000004,12.373075,1934-04-16,450,0.1658637631907765
USA, Cavalier ,ND,48.793881,-97.62231,DEU, Leipzig,NA,51.339696000000004,12.373075,1934-07-20,401,0.14780304231000305
USA, New York ,NY,40.712784,-74.005941000000007,GDR, Zwickau,NA,50.710217,12.473372,1949-09-08,404,0.1489088007312749
USA, Chicago ,IL,41.878114,-87.629798,GDR, Zwickau,NA,50.710217,12.473372,1950-04-04,416,0.15333183441636228
USA, Oliverea ,NY,42.065369,-74.460152,USA, New York ,NY,40.712784,-74.005941000000007,1967-11-13,449,0.16549517705035255
USA, New York ,NY,40.712784,-74.005941000000007,GDR, Zwickau,NA,50.710217,12.473372,1968-01-05,345,0.127162218446262
USA, New York ,NY,40.712784,-74.005941000000007,GDR, Zwickau,NA,50.710217,12.473372,1971-07-25,324,0.11942190949735908
