yyyy,mm,tmax,tmin,af,rain,sun,airport
1896,10,8.5,2.4,2,210.6,NA,stornoway
1896,11,8.9,4.2,1,184.6,NA,stornoway
1896,12,6.9,0.9,7,136.3,NA,stornoway
1897,1,4.6,-0.3,15,57.8,NA,stornoway
1897,2,7.2,1.3,8,92.8,NA,stornoway
1897,3,6.8,1.7,10,152.7,NA,stornoway
1897,4,9.1,1.8,5,58.1,NA,stornoway
1897,5,10.4,3.6,0,76.8,NA,stornoway
1897,6,14.8,7.8,0,11.5,NA,stornoway
1897,7,17,9.9,0,44,NA,stornoway
1897,8,17.2,10.9,0,72.1,NA,stornoway
1897,9,13.1,6.6,0,141.8,NA,stornoway
1897,10,12,5.3,0,87.2,NA,stornoway
1897,11,9.6,3.9,2,147,NA,stornoway
1897,12,7,1.3,6,207.2,NA,stornoway
1898,1,8.6,3.5,1,125.4,NA,stornoway
1898,2,6,0.5,10,203.8,NA,stornoway
1898,3,7.3,1.2,5,138,NA,stornoway
1898,4,10.4,3.8,0,118.7,NA,stornoway
1898,5,11.1,3.9,0,78.7,NA,stornoway
1898,6,14.7,8.1,0,50.1,NA,stornoway
1898,7,14.8,8.6,0,64.6,NA,stornoway
1898,8,15.8,9.3,0,138.7,NA,stornoway
1898,9,15.6,8.2,0,131.6,NA,stornoway
1898,10,13.6,6,0,141.8,NA,stornoway
1898,11,8.9,3.3,2,250,NA,stornoway
1898,12,8.1,2,6,377.5,NA,stornoway
1899,1,5.7,0.6,8,232.3,NA,stornoway
1899,2,7.7,1.5,6,94.4,NA,stornoway
1899,3,7.6,1.2,9,162.1,NA,stornoway
1899,4,8.7,2.1,5,122.1,NA,stornoway
1899,5,12,4.2,0,61.1,NA,stornoway
1899,6,16.4,8.5,0,64.9,NA,stornoway
1899,7,17.2,10.3,0,69.5,NA,stornoway
1899,8,19.6,10.3,0,30.1,NA,stornoway
1899,9,14,7.1,0,214.6,NA,stornoway
1899,10,11.9,5.2,0,128,NA,stornoway
1899,11,11,5.1,0,219,NA,stornoway
1899,12,7,1.8,5,147.2,NA,stornoway
1900,1,6.8,1.7,2,156.1,NA,stornoway
1900,2,5.3,-1.3,13,114.9,NA,stornoway
1900,3,6.9,0.5,10,50.7,NA,stornoway
1900,4,10,3.7,0,91.8,NA,stornoway
1900,5,12,4.9,0,79.2,NA,stornoway
1900,6,16.5,8.8,0,82.3,NA,stornoway
1900,7,16.1,10.2,0,104.7,NA,stornoway
1900,8,16.7,9.2,0,47.9,NA,stornoway
1900,9,14.4,7.4,0,201.6,NA,stornoway
1900,10,10.5,3.5,0,214.9,NA,stornoway
1900,11,8.8,3.2,5,154,NA,stornoway
1900,12,8.9,3.1,3,305.7,NA,stornoway
1901,1,6.5,1.8,7,72.7,NA,stornoway
1901,2,6,0.4,10,85.4,NA,stornoway
1901,3,6.5,0.8,8,88.9,NA,stornoway
1901,4,9.8,2.9,3,79.4,NA,stornoway
1901,5,14.8,5.4,0,26.2,NA,stornoway
1901,6,14.4,7.7,0,78.1,NA,stornoway
1901,7,18,10.6,0,49.6,NA,stornoway
1901,8,16,9.6,0,113,NA,stornoway
1901,9,17.2,8.6,0,81.5,NA,stornoway
1901,10,12.2,3.8,2,158.4,NA,stornoway
1901,11,9.5,2.8,4,99.1,NA,stornoway
1901,12,6.2,0.9,10,153,NA,stornoway
1902,1,6.8,0.4,14,137.4,NA,stornoway
1902,2,5.8,-0.5,12,99,NA,stornoway
1902,3,8.6,2,5,132.4,NA,stornoway
1902,4,11.3,2.8,3,65.9,NA,stornoway
1902,5,10.7,3.7,1,91,NA,stornoway
1902,6,14.9,7.4,0,53.8,NA,stornoway
1902,7,14.9,7.8,0,67.2,NA,stornoway
1902,8,15.4,8.1,0,63.5,NA,stornoway
1902,9,14.9,8.5,0,69,NA,stornoway
1902,10,12.8,4.7,0,164.4,NA,stornoway
1902,11,10.8,4.9,2,97.4,NA,stornoway
1902,12,7.9,2.3,4,150.4,NA,stornoway
1903,1,6.7,1.3,10,145.7,NA,stornoway
1903,2,8.7,2.7,1,181,NA,stornoway
1903,3,8,1.8,2,204.9,NA,stornoway
1903,4,9.2,2.8,3,88.2,NA,stornoway
1903,5,11.8,4,2,57,NA,stornoway
1903,6,14.9,6.1,0,45.3,NA,stornoway
1903,7,15.5,7.7,0,107.6,NA,stornoway
1903,8,15.4,7.8,0,216.8,NA,stornoway
1903,9,15.6,8,0,75.8,NA,stornoway
1903,10,10.9,5.3,0,204.7,NA,stornoway
1903,11,8.4,3.5,3,147.7,NA,stornoway
1903,12,6.4,0.7,12,79.3,NA,stornoway
1904,1,7.4,1.7,7,141,NA,stornoway
1904,2,5.5,1,8,120.3,NA,stornoway
1904,3,7.2,0.6,14,71.8,NA,stornoway
1904,4,9.3,3.2,1,172.6,NA,stornoway
1904,5,11.9,4.8,1,63.6,NA,stornoway
1904,6,15.4,8.5,0,54.8,NA,stornoway
1904,7,16.8,9.5,0,55,NA,stornoway
1904,8,15.9,9.3,0,133.7,NA,stornoway
1904,9,15.3,7.5,0,123.1,NA,stornoway
1904,10,11.7,6.1,0,137.5,NA,stornoway
1904,11,8,3,7,163.8,NA,stornoway
1904,12,7.4,2.8,5,196.8,NA,stornoway
1905,1,7.9,2.9,4,147.6,NA,stornoway
1905,2,7.2,1.5,7,155.4,NA,stornoway
1905,3,8.4,3.2,0,136.1,NA,stornoway
1905,4,8.3,2.3,7,74.9,NA,stornoway
1905,5,12.1,5.3,0,42.3,NA,stornoway
1905,6,17,9,0,36.9,NA,stornoway
1905,7,16.6,10.7,0,68.8,NA,stornoway
1905,8,15.3,9.5,0,120.9,NA,stornoway
1905,9,14.6,8,0,128.9,NA,stornoway
1905,10,9.5,4.3,0,82,NA,stornoway
1905,11,8,3.3,4,121.6,NA,stornoway
1905,12,8.3,3.8,2,159.2,NA,stornoway
1906,1,7.1,2.5,2,169.5,NA,stornoway
1906,2,4.9,-0.2,14,201.8,NA,stornoway
1906,3,7.1,0.5,7,39.4,NA,stornoway
1906,4,9.5,1.9,3,45.8,NA,stornoway
1906,5,10.2,4.3,2,97.2,NA,stornoway
1906,6,15.2,8.4,0,40.9,NA,stornoway
1906,7,15.8,8.8,0,101.9,NA,stornoway
1906,8,16.7,10,0,52.7,NA,stornoway
1906,9,16.4,8.7,0,22.7,NA,stornoway
1906,10,12.9,5.4,2,49.1,NA,stornoway
1906,11,9.4,4.7,3,150.3,NA,stornoway
1906,12,6.5,1.2,10,99.9,NA,stornoway
1907,1,6.8,2.7,7,99,NA,stornoway
1907,2,6.3,0.4,13,122.6,NA,stornoway
1907,3,8.3,2.1,8,75.9,NA,stornoway
1907,4,10,3.9,0,58,NA,stornoway
1907,5,11.6,5.8,0,70.5,NA,stornoway
1907,6,12.8,7.5,0,112.6,NA,stornoway
1907,7,14.9,9,0,67.4,NA,stornoway
1907,8,13.7,8.4,0,126.9,NA,stornoway
1907,9,14.6,8.1,0,68.3,NA,stornoway
1907,10,11.6,5.4,1,69.1,NA,stornoway
1907,11,8.9,3.1,3,127,NA,stornoway
1907,12,6.8,2.7,4,128.8,NA,stornoway
1908,1,7.2,2.1,4,146.1,NA,stornoway
1908,2,7.3,2.8,3,149.8,NA,stornoway
1908,3,7.2,1.4,9,157.3,NA,stornoway
1908,4,8.6,2.4,3,73.3,NA,stornoway
1908,5,12.9,6.5,0,65.4,NA,stornoway
1908,6,14.7,8.6,0,60.8,NA,stornoway
1908,7,15.2,10.2,0,35.2,NA,stornoway
1908,8,15.1,9.2,0,71.8,NA,stornoway
1908,9,13.9,7.9,0,160.6,NA,stornoway
1908,10,14,9.4,0,70.9,NA,stornoway
1908,11,10.3,5.1,0,167.2,NA,stornoway
1908,12,7.9,3.3,2,179.9,NA,stornoway
1909,1,7.1,2.3,6,155.5,NA,stornoway
1909,2,7.5,2.9,3,57.6,NA,stornoway
1909,3,6,-0.1,13,72.2,NA,stornoway
1909,4,10.2,3.9,1,78.1,NA,stornoway
1909,5,12.2,5.4,0,76.7,NA,stornoway
1909,6,13.4,8,0,56.4,NA,stornoway
1909,7,15,9.9,0,78.1,NA,stornoway
1909,8,15.2,9.6,0,67.7,NA,stornoway
1909,9,14,7.6,0,47.7,NA,stornoway
1909,10,10.9,6,0,205.3,NA,stornoway
1909,11,7.8,3,6,151.3,NA,stornoway
1909,12,5.5,0.1,15,127,NA,stornoway
1910,1,5.7,0.7,13,187.8,NA,stornoway
1910,2,6.5,0.7,8,133.7,NA,stornoway
1910,3,8.7,3.3,1,89,NA,stornoway
1910,4,8.2,2.1,2,163.2,NA,stornoway
1910,5,13,6.1,0,83.9,NA,stornoway
1910,6,15.5,8.8,0,63.4,NA,stornoway
1910,7,14.9,9.2,0,78.2,NA,stornoway
1910,8,16.2,10.7,0,150.2,NA,stornoway
1910,9,14.4,9,0,57.6,NA,stornoway
1910,10,12.2,6.2,0,84.3,NA,stornoway
1910,11,5.9,1.4,6,151.7,NA,stornoway
1910,12,7.6,3.9,0,120.7,NA,stornoway
1911,1,7.3,3.3,2,92.8,NA,stornoway
1911,2,7.8,2.3,4,131.3,NA,stornoway
1911,3,7.9,1.6,2,80.8,NA,stornoway
1911,4,9.5,3.2,3,110,NA,stornoway
1911,5,13.6,6.6,0,67,NA,stornoway
1911,6,15.1,9.1,0,43.4,NA,stornoway
1911,7,16.6,9.5,0,134.6,NA,stornoway
1911,8,17.2,11,0,99.4,NA,stornoway
1911,9,14.1,8.4,0,91.6,NA,stornoway
1911,10,11,4.8,2,86.4,NA,stornoway
1911,11,7.6,1.7,3,145.4,NA,stornoway
1911,12,8.1,3.6,0,146.2,NA,stornoway
1912,1,6.2,2.1,8,92,NA,stornoway
1912,2,6.9,1.2,8,135.5,NA,stornoway
1912,3,8.7,2.9,0,131.4,NA,stornoway
1912,4,10.1,4.2,2,100.4,NA,stornoway
1912,5,12,6.1,0,70.8,NA,stornoway
1912,6,13.9,8.7,0,80.9,NA,stornoway
1912,7,15.4,10,0,67.4,NA,stornoway
1912,8,13.5,7.9,0,141.9,NA,stornoway
1912,9,13,7,0,47.7,NA,stornoway
1912,10,10.7,5.3,0,139.7,NA,stornoway
1912,11,7.6,3.4,3,196.2,NA,stornoway
1912,12,7.7,2.3,4,204.3,NA,stornoway
1913,1,6.6,3.2,1,88.9,NA,stornoway
1913,2,7.5,2.8,2,86.2,NA,stornoway
1913,3,7.3,1.4,6,165.5,NA,stornoway
1913,4,9.4,3,3,88.2,NA,stornoway
1913,5,11.7,6.4,0,84.4,NA,stornoway
1913,6,14.5,8.9,0,90.9,NA,stornoway
1913,7,15.5,10.1,0,22,NA,stornoway
1913,8,16,10,0,42.2,NA,stornoway
1913,9,14.6,8,0,62.6,NA,stornoway
1913,10,12.2,6.6,0,160.6,NA,stornoway
1913,11,9.8,4.5,0,168.9,NA,stornoway
1913,12,7.1,3.4,4,133.2,NA,stornoway
1914,1,6.8,2.9,2,158.2,NA,stornoway
1914,2,7.8,2.6,1,166.1,NA,stornoway
1914,3,7.7,1.6,7,129.7,NA,stornoway
1914,4,11.3,5.6,0,86.1,NA,stornoway
1914,5,11.3,5.4,0,55.6,NA,stornoway
1914,6,15,8.6,0,38.8,NA,stornoway
1914,7,16.7,10.2,0,86.1,NA,stornoway
1914,8,16.9,10.6,0,76,NA,stornoway
1914,9,14.4,8.8,0,120.5,NA,stornoway
1914,10,12.5,7.4,0,63.2,NA,stornoway
1914,11,8.9,3.4,2,136.7,NA,stornoway
1914,12,5.9,1.1,8,158.5,NA,stornoway
1915,1,6,1.5,4,191.6,NA,stornoway
1915,2,5.9,1.6,5,147.6,NA,stornoway
1915,3,7.3,1.9,7,104.5,NA,stornoway
1915,4,9.6,3.8,0,100.6,NA,stornoway
1915,5,11.5,4.3,2,30.4,NA,stornoway
1915,6,14.6,8.2,0,29.9,NA,stornoway
1915,7,15.4,9.3,0,72.6,NA,stornoway
1915,8,16.1,11.1,0,54.9,NA,stornoway
1915,9,14.5,8.7,0,79.5,NA,stornoway
1915,10,12.3,6.7,0,47.2,NA,stornoway
1915,11,6.8,2.4,4,125.5,NA,stornoway
1915,12,5.6,1.4,6,177.2,NA,stornoway
1916,1,8.9,4.1,0,196.8,NA,stornoway
1916,2,5.7,1.1,5,152.8,NA,stornoway
1916,3,5.7,0.6,12,75.7,NA,stornoway
1916,4,9.5,3.6,1,97.2,NA,stornoway
1916,5,11.7,5.3,0,89.7,NA,stornoway
1916,6,12.6,7.7,0,52,NA,stornoway
1916,7,15.5,10.4,0,44.3,NA,stornoway
1916,8,16.4,10.2,0,27.7,NA,stornoway
1916,9,14.2,9.1,0,70.3,NA,stornoway
1916,10,11.5,6,0,143.8,NA,stornoway
1916,11,9.5,5.3,0,143.2,NA,stornoway
1916,12,6.1,1.8,6,132.9,NA,stornoway
1917,1,4.3,0.6,11,107.8,NA,stornoway
1917,2,6.4,1,10,32,NA,stornoway
1917,3,6.4,1.5,7,78.8,NA,stornoway
1917,4,7.4,1.2,12,84.9,NA,stornoway
1917,5,12.4,5.9,0,62.9,NA,stornoway
1917,6,14.6,8.2,0,90.1,NA,stornoway
1917,7,17.4,10.7,0,43.9,NA,stornoway
1917,8,17.5,11.1,0,111.6,NA,stornoway
1917,9,14.4,8.6,0,154.3,NA,stornoway
1917,10,8.7,3.3,6,249,NA,stornoway
1917,11,9.2,4.2,0,180.4,NA,stornoway
1917,12,6.2,1.7,8,85,NA,stornoway
1918,1,4.9,-0.2,15,139,NA,stornoway
1918,2,8.2,3.4,3,148.2,NA,stornoway
1918,3,8.3,3,3,71.9,NA,stornoway
1918,4,9.9,2.9,1,24,NA,stornoway
1918,5,13.6,7.4,0,53.9,NA,stornoway
1918,6,14.2,8,0,84.3,NA,stornoway
1918,7,16,10.1,0,120.4,NA,stornoway
1918,8,15.9,11.1,0,173.6,NA,stornoway
1918,9,11.7,5.6,0,183.4,NA,stornoway
1918,10,11,5.2,2,144,NA,stornoway
1918,11,9,4.1,0,132.8,NA,stornoway
1918,12,7.5,3.3,3,148,NA,stornoway
1919,1,6,1.7,4,124.3,NA,stornoway
1919,2,5.4,0.3,12,56.1,NA,stornoway
1919,3,5.7,-0.1,13,148.8,NA,stornoway
1919,4,9.2,3.7,2,107.7,NA,stornoway
1919,5,14.5,7.3,0,41,NA,stornoway
1919,6,13.4,8.4,0,137.7,NA,stornoway
1919,7,14.1,9.5,0,61.9,NA,stornoway
1919,8,14.9,10.5,0,113.1,NA,stornoway
1919,9,13.3,8.4,0,130,NA,stornoway
1919,10,10.5,5.1,1,98.2,NA,stornoway
1919,11,5.7,0.9,8,146.8,NA,stornoway
1919,12,6.2,2.1,5,165.2,NA,stornoway
1920,1,6.6,NA,NA,222.8,NA,stornoway
1920,2,8.2,NA,NA,189,NA,stornoway
1920,3,8.3,NA,NA,127.4,NA,stornoway
1920,4,9.1,4.1,0,75.2,NA,stornoway
1920,5,12,6.6,0,132.2,NA,stornoway
1920,6,15.9,9.4,0,38.5,NA,stornoway
1920,7,15.4,9.6,0,70.2,NA,stornoway
1920,8,14.7,9,0,57,NA,stornoway
1920,9,14.1,8.2,0,108.2,NA,stornoway
1920,10,13.4,8.5,0,67.5,NA,stornoway
1920,11,10.3,5.8,0,216.7,NA,stornoway
1920,12,7.5,3.6,2,126.9,NA,stornoway
1921,1,7.7,3.5,1,207.2,NA,stornoway
1921,2,8.1,4.3,1,64.1,NA,stornoway
1921,3,8.1,2.6,4,169.8,NA,stornoway
1921,4,11.4,4.3,2,63.5,NA,stornoway
1921,5,11.8,6,0,80.6,NA,stornoway
1921,6,14.1,8.3,0,83.5,NA,stornoway
1921,7,16.2,10.3,0,81.5,NA,stornoway
1921,8,14.6,8.3,0,84.1,NA,stornoway
1921,9,14.1,8.4,0,117.9,NA,stornoway
1921,10,12.9,7.6,2,122.1,NA,stornoway
1921,11,8.5,2.8,7,92,NA,stornoway
1921,12,9.3,3.4,0,220.1,NA,stornoway
1922,1,6.2,1.8,4,147.9,NA,stornoway
1922,2,7.5,2.3,4,136.1,NA,stornoway
1922,3,7.8,2.2,1,79.5,NA,stornoway
1922,4,7.6,1,9,65.1,NA,stornoway
1922,5,11.5,5.8,0,123.4,NA,stornoway
1922,6,13.1,7.6,0,71.5,NA,stornoway
1922,7,14,8,0,54.4,NA,stornoway
1922,8,14,8.2,0,117.2,NA,stornoway
1922,9,13.5,6.4,0,70.1,NA,stornoway
1922,10,11.3,3.2,6,77.8,NA,stornoway
1922,11,9,3.1,5,95,NA,stornoway
1922,12,7.8,3.6,4,149.4,NA,stornoway
1923,1,8.8,3.6,1,167.3,NA,stornoway
1923,2,7.1,3.3,0,104.6,NA,stornoway
1923,3,9.5,1.7,13,32.3,NA,stornoway
1923,4,9.3,3,1,70.4,NA,stornoway
1923,5,9.4,3.7,0,81.8,NA,stornoway
1923,6,12.2,7.1,0,67.1,NA,stornoway
1923,7,16.1,10.3,0,99.2,NA,stornoway
1923,8,15,8.9,0,135,NA,stornoway
1923,9,13,6.6,0,125.7,NA,stornoway
1923,10,10.6,4.7,1,189.2,NA,stornoway
1923,11,6,0.7,11,184.1,NA,stornoway
1923,12,6.9,1.5,7,141.6,NA,stornoway
1924,1,7.5,2.6,6,115.9,NA,stornoway
1924,2,7.1,1.8,5,77.2,NA,stornoway
1924,3,6.3,1,8,111,NA,stornoway
1924,4,9,1.9,7,72.8,NA,stornoway
1924,5,10.9,4.8,1,77.6,NA,stornoway
1924,6,13.3,7.6,0,84.6,NA,stornoway
1924,7,15.7,9.1,0,123.9,NA,stornoway
1924,8,14.9,10.2,0,120.3,NA,stornoway
1924,9,13.8,7.5,0,111.8,NA,stornoway
1924,10,11.7,5.2,0,126.2,NA,stornoway
1924,11,9.9,4.7,1,105.1,NA,stornoway
1924,12,9.3,4.5,1,234.6,NA,stornoway
1925,1,7.9,3.1,5,147.8,NA,stornoway
1925,2,6.5,1.3,5,137,NA,stornoway
1925,3,7.2,1.6,7,99.8,NA,stornoway
1925,4,9.1,2.7,4,96.5,NA,stornoway
1925,5,11.6,6.4,0,93.3,NA,stornoway
1925,6,14.9,8.7,0,24.8,NA,stornoway
1925,7,17.1,10.6,0,52.9,NA,stornoway
1925,8,15.9,9.8,0,80.2,NA,stornoway
1925,9,12.4,6.8,0,98.6,NA,stornoway
1925,10,11.2,5.7,3,120.2,NA,stornoway
1925,11,7.8,2.6,8,110.3,NA,stornoway
1925,12,5.5,0.2,12,145.6,NA,stornoway
1926,1,7.6,2.7,5,138.9,NA,stornoway
1926,2,7.8,2.1,4,82.1,NA,stornoway
1926,3,8.6,2.2,8,110.2,NA,stornoway
1926,4,11.1,5.3,0,59,NA,stornoway
1926,5,11.6,5.1,0,88,NA,stornoway
1926,6,14.7,8.8,0,52.1,NA,stornoway
1926,7,17.3,9.3,0,47.2,NA,stornoway
1926,8,16.7,10.2,0,113.2,NA,stornoway
1926,9,14.2,8,0,168.7,NA,stornoway
1926,10,8.8,3.1,4,146,NA,stornoway
1926,11,8.5,2.1,5,119.9,NA,stornoway
1926,12,7.9,2.9,6,133.8,NA,stornoway
1927,1,6.7,2.1,5,194.7,NA,stornoway
1927,2,8.1,3,0,54,NA,stornoway
1927,3,9.3,2.7,5,71.6,NA,stornoway
1927,4,NA,NA,NA,164.3,NA,stornoway
1927,5,10.9,4.3,2,45.9,NA,stornoway
1927,6,12.6,6.2,0,95.4,NA,stornoway
1927,7,16.9,10.3,0,99.6,NA,stornoway
1927,8,17.1,9.5,0,69,NA,stornoway
1927,9,12.9,6.6,0,155.3,NA,stornoway
1927,10,11.5,4.9,3,186,NA,stornoway
1927,11,8.4,3.3,5,138.9,NA,stornoway
1927,12,5,0.2,15,29.6,NA,stornoway
1928,1,7.3,1.8,4,268.9,NA,stornoway
1928,2,7.9,1.4,7,139.5,NA,stornoway
1928,3,7.7,2.4,5,88.3,NA,stornoway
1928,4,9.8,3.2,2,62.1,NA,stornoway
1928,5,12.4,5.8,0,46.1,NA,stornoway
1928,6,12.8,6.2,0,83.9,NA,stornoway
1928,7,14.5,9.5,0,77.4,NA,stornoway
1928,8,16,9.3,0,55.5,NA,stornoway
1928,9,13.9,6.8,0,76.9,NA,stornoway
1928,10,11.9,6,0,128.8,NA,stornoway
1928,11,9,3.8,3,171.3,NA,stornoway
1928,12,6.9,2.8,3,140.6,NA,stornoway
1929,1,5.4,0.1,14,46.8,47.8,stornoway
1929,2,5.8,1.2,12,36.6,66.2,stornoway
1929,3,10.6,2.2,11,22.3,130.9,stornoway
1929,4,9,2.1,3,40.5,196.4,stornoway
1929,5,12.8,5.5,1,56.5,236.4,stornoway
1929,6,13.2,7.4,0,82.8,136.8,stornoway
1929,7,15.9,9.9,0,74,102.5,stornoway
1929,8,15.3,9.2,0,148.2,121.1,stornoway
1929,9,14.1,8.9,0,157.2,85,stornoway
1929,10,10.3,5.1,1,193.3,78,stornoway
1929,11,8.5,4.2,3,156,55.2,stornoway
1929,12,7.4,2.8,0,196.3,22,stornoway
1930,1,6.5,2,5,168.2,29.7,stornoway
1930,2,6.1,0.8,6,18.8,75.2,stornoway
1930,3,6.7,-0.2,19,77.9,122.4,stornoway
1930,4,10.2,3.7,3,50.6,184.8,stornoway
1930,5,11.9,5.3,2,63.1,218,stornoway
1930,6,16,9,0,66.1,231,stornoway
1930,7,15.5,10,0,37.3,115.8,stornoway
1930,8,15.8,10.8,0,121.9,99.9,stornoway
1930,9,14.6,8.5,0,64,91.5,stornoway
1930,10,11.1,6.3,0,182.1,66.6,stornoway
1930,11,8.2,2.3,4,136,45.5,stornoway
1930,12,8,3.4,2,123.6,24.7,stornoway
1931,1,6.9,1.9,4,194,32.4,stornoway
1931,2,6.5,1.4,5,177,63.7,stornoway
1931,3,6.6,0.8,9,38.9,147.5,stornoway
1931,4,9.4,3.8,1,85.1,133.8,stornoway
1931,5,11.8,6.4,0,93.5,170.8,stornoway
1931,6,13.3,8.3,0,80.2,154.3,stornoway
1931,7,15.3,10.4,0,52.6,104.1,stornoway
1931,8,16.1,9.5,0,35.1,177.9,stornoway
1931,9,14,7.9,0,42.1,92.9,stornoway
1931,10,11.7,5.9,1,126.8,69.1,stornoway
1931,11,10.6,6.1,0,123.9,44.8,stornoway
1931,12,9.4,4.5,2,144.5,10.6,stornoway
1932,1,9.3,3.5,4,265.5,20,stornoway
1932,2,8.4,3.6,1,15,67.8,stornoway
1932,3,8.2,2.5,5,74.9,74.8,stornoway
1932,4,8.8,2,2,98.4,142.6,stornoway
1932,5,11.4,5.7,0,38.2,173.8,stornoway
1932,6,14.8,8.2,0,39.6,166.4,stornoway
1932,7,15.9,10.5,0,71.5,143.5,stornoway
1932,8,16.1,10.5,0,116.2,131.6,stornoway
1932,9,13.6,7.8,0,120.9,93.4,stornoway
1932,10,10.6,5.1,0,136.6,56.1,stornoway
1932,11,9.5,4.1,0,116.4,46.3,stornoway
1932,12,8.4,3,5,97.6,31.6,stornoway
1933,1,7.2,2.4,5,144.1,38.3,stornoway
1933,2,6.4,1.5,7,87,58.4,stornoway
1933,3,9.6,4.3,1,55.4,88.4,stornoway
1933,4,10,5,0,72.3,104.7,stornoway
1933,5,12.5,6.8,0,23.4,196.6,stornoway
1933,6,16.1,9.8,0,52.1,201.9,stornoway
1933,7,18.1,12.3,0,63.3,126.9,stornoway
1933,8,16.8,11.2,0,154.5,158.8,stornoway
1933,9,15.6,10.3,0,22.8,155.3,stornoway
1933,10,11.6,7,0,121.9,41.8,stornoway
1933,11,9.2,4.7,0,45.3,50.8,stornoway
1933,12,7.8,4,0,40.3,30.7,stornoway
1934,1,8.5,3.7,0,162.5,28.1,stornoway
1934,2,8.6,4.8,3,65.9,43.7,stornoway
1934,3,7.2,1.8,3,76.8,145.6,stornoway
1934,4,8.2,3.3,1,94.7,117.3,stornoway
1934,5,11.4,5.5,0,66.2,150.5,stornoway
1934,6,14,8.6,0,48.1,228.3,stornoway
1934,7,17,11.3,0,132.4,167.4,stornoway
1934,8,15.5,11.4,0,119.6,99.5,stornoway
1934,9,14.6,9.5,0,139.9,125.3,stornoway
1934,10,11.1,6,1,169,70.8,stornoway
1934,11,8.6,4,0,59.8,52.3,stornoway
1934,12,9.1,6.1,0,88.7,16.8,stornoway
1935,1,8.1,3.8,1,127.8,23,stornoway
1935,2,7.3,2.4,4,116.3,51.9,stornoway
1935,3,9.1,3.8,0,95.7,149.8,stornoway
1935,4,8.9,3.5,2,58.6,137.4,stornoway
1935,5,11.9,5.9,1,42.1,274.3,stornoway
1935,6,14.2,8.9,0,67.5,174.7,stornoway
1935,7,16,10.6,0,62,147.8,stornoway
1935,8,16.3,11,0,92.2,82.9,stornoway
1935,9,14.2,9.2,0,171.7,117.3,stornoway
1935,10,10.5,5.7,0,191.2,55.7,stornoway
1935,11,9,4.7,0,84.4,53.2,stornoway
1935,12,5.7,2.1,2,70.3,53.6,stornoway
1936,1,5.3,1.2,7,72.5,43.1,stornoway
1936,2,6.3,1.5,4,57,80.9,stornoway
1936,3,8.5,3.6,2,39.8,91.5,stornoway
1936,4,8.6,2.7,4,49.8,162.4,stornoway
1936,5,12.7,6.8,0,29.9,212.2,stornoway
1936,6,15.3,8.5,0,23.2,241.1,stornoway
1936,7,16.4,11,0,86.6,163.1,stornoway
1936,8,16.2,11.4,0,81.3,98,stornoway
1936,9,15,9.9,0,112.1,104.3,stornoway
1936,10,12.2,6.6,0,127.6,97.6,stornoway
1936,11,9.2,4.6,0,110.8,25.2,stornoway
1936,12,7.9,3.4,2,197,12.1,stornoway
1937,1,7.8,3.8,0,121.7,29.5,stornoway
1937,2,6.4,1.9,5,105.6,70.7,stornoway
1937,3,5.3,0.6,13,49.9,141.4,stornoway
1937,4,10.4,5.5,0,45.2,105,stornoway
1937,5,13.4,7.1,0,67.4,236.3,stornoway
1937,6,14.3,8.6,0,85.4,153.7,stornoway
1937,7,15.5,10.3,0,40.6,103.4,stornoway
1937,8,15.8,10.9,0,102.9,116,stornoway
1937,9,13.7,8.9,0,112,102.4,stornoway
1937,10,11.7,7.3,0,58.9,61.7,stornoway
1937,11,9,4.5,0,56.7,40.5,stornoway
1937,12,6.4,2.6,5,60.9,37,stornoway
1938,1,7.8,3.1,0,180.4,29.6,stornoway
1938,2,7.6,2.6,0,90.5,52.1,stornoway
1938,3,10.1,5.8,0,109.8,55.2,stornoway
1938,4,10.2,4.7,1,21.7,140.3,stornoway
1938,5,11,5.2,2,72.5,208.7,stornoway
1938,6,13.3,8.4,0,117.3,100.5,stornoway
1938,7,15.2,10.2,0,67.7,126.4,stornoway
1938,8,16.8,10.7,0,114.8,187.4,stornoway
1938,9,14.5,9.8,0,106.5,112.1,stornoway
1938,10,11.6,6.8,0,219.9,80.9,stornoway
1938,11,9.6,5.5,0,145.4,30.8,stornoway
1938,12,7.4,3.5,5,112,36.2,stornoway
1939,1,5.6,1.6,10,123.5,60.4,stornoway
1939,2,8.4,4,0,137.9,38.9,stornoway
1939,3,8.3,3.3,0,103.6,123.5,stornoway
1939,4,9.9,4.5,0,65.2,174,stornoway
1939,5,12.1,7.3,0,30.5,174.6,stornoway
1939,6,14.9,8.4,0,33.1,163.5,stornoway
1939,7,14.5,10.4,0,143.7,57.2,stornoway
1939,8,17,11.6,0,64.2,203.9,stornoway
1939,9,15.4,10.2,0,69.5,112.6,stornoway
1939,10,11.1,6.5,0,83.4,134.2,stornoway
1939,11,9.4,5.2,0,161.5,38,stornoway
1939,12,7.4,3.9,1,75.5,19.5,stornoway
1940,1,5.4,1.8,8,64.3,31.7,stornoway
1940,2,6.5,2.7,5,48.4,61.8,stornoway
1940,3,7.5,2,6,56.4,78,stornoway
1940,4,9.5,4.2,0,98.5,145.1,stornoway
1940,5,14,8,0,42.3,185.8,stornoway
1940,6,16.7,10.1,0,41.5,211.2,stornoway
